AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,CommunityDistrict,CensusTract2010,NTA,CityCouncilDistrict,CongressionalDistrict,StateSenatorialDistrict,LicenseIssuedDate,LicenseExpiredDate
LOLA,F,10/1/2013 0:00,Maltese,Bronx,10462,211,228,BX49,13,14,34,7/4/2016,7/10/2017
WALTER,M,11/1/2009 0:00,Jack Russell Terrier,Manhattan,10023,107,153,MN14,6,10,27,2/25/2015,2/25/2019
TINY,F,7/1/2007 0:00,Bichon Frise,Manhattan,10029,111,17401,MN33,9,13,30,8/26/2015,6/25/2016
OTTO,M,1/1/2015 0:00,Labrador Retriever,Manhattan,10025,107,179,MN12,6,10,30,11/11/2016,1/3/2018
JASMINE,F,1/1/2003 0:00,Papillon,Queens,11373,404,473,QN29,25,6,16,4/10/2015,4/29/2016
TROY ,M,3/1/2004 0:00,Unknown,Brooklyn,11230,314,530,BK43,45,9,17,3/15/2015,3/1/2016
BREEZE ,F,1/1/2005 0:00,Golden Retriever,Brooklyn,11204,311,432,BK29,44,10,17,6/17/2016,7/30/2017
PORPENTINA ,F,1/1/2015 0:00,Terrier Crossbreed,Manhattan,10065,108,110,MN31,5,12,28,9/27/2016,9/27/2017
ZEUS,M,4/1/2013 0:00,American Staffordshire Terrier ,Queens,11357,407,1039,QN49,19,3,11,6/4/2016,4/27/2017
KHALEESI ,F,11/1/2014 0:00,Pembroke Welsh Corgi,Brooklyn,11209,310,134,BK31,43,11,22,2/6/2015,2/6/2016
MYRTLE,F,8/1/2007 0:00,Collie Crossbreed,Manhattan,10014,102,77,MN23,3,10,27,9/6/2016,9/14/2020
MAXIMUS ,M,2/1/2016 0:00,Pomeranian Crossbreed,Staten Island,10304,502,11401,SI36,50,11,24,12/11/2016,12/11/2017
THOR,M,11/1/2014 0:00,West Highland White Terrier,Manhattan,10023,107,151,MN14,6,10,31,4/15/2016,4/15/2018
LUCKY,F,5/1/2014 0:00,Australian Cattledog,Queens,11385,405,587,QN20,30,6,15,9/6/2015,10/13/2016
CHARLIE,F,3/1/2016 0:00,Havanese,Manhattan,10016,106,70,MN20,2,12,28,10/7/2016,10/7/2017
NIKO,M,2/1/2013 0:00,Yorkshire Terrier,Brooklyn,11226,317,826,BK95,45,9,21,2/3/2015,2/3/2016
BUSTER ,M,6/1/2016 0:00,American Staffordshire Terrier ,Bronx,10454,201,25,BX39,8,15,29,8/13/2016,8/13/2018
FRITZ,M,9/1/2015 0:00,Shih Tzu Crossbreed,Queens,11357,407,991,QN49,19,3,11,6/15/2016,6/15/2017
MAX,M,1/1/2005 0:00,Unknown,Queens,11420,410,172,QN55,28,5,10,2/17/2015,2/15/2016
OLLIE,M,8/1/2015 0:00,Unknown,Manhattan,10001,104,97,MN13,3,10,27,10/4/2016,10/21/2017
STANDING ,M,12/1/2013 0:00,German Shepherd Dog,Staten Island,10309,503,226,SI11,51,11,24,2/11/2016,2/9/2017
SPIKE,M,2/1/2003 0:00,"Dachshund, Long Haired",Manhattan,10011,104,81,MN13,3,12,27,1/19/2016,4/23/2018
ELLIE,F,11/1/2015 0:00,Pembroke Welsh Corgi,Brooklyn,11235,315,608,BK17,48,8,23,6/5/2016,6/5/2021
HUGO,M,12/1/2012 0:00,Havanese,Manhattan,10025,107,177,MN12,6,10,30,2/23/2016,4/11/2017
GRACIE,F,1/1/2013 0:00,Labradoodle,Queens,11415,409,138,QN60,29,6,14,1/13/2016,2/27/2021
WINNIE,F,12/1/2009 0:00,"Bull Dog, French",Brooklyn,11215,306,139,BK37,39,7,21,9/15/2016,8/17/2018
POPPA,M,3/1/2016 0:00,Yorkshire Terrier,Brooklyn,11208,305,1116,BK82,42,8,19,5/26/2016,5/26/2017
BUDDY ,M,3/1/2008 0:00,Yorkshire Terrier,Brooklyn,11216,303,251,BK75,36,8,25,7/8/2015,7/22/2020
LUCKY ,M,9/1/2011 0:00,"Coonhound, Treeing Walker",Brooklyn,11216,303,265,BK75,36,8,25,7/30/2015,8/22/2016
MAXI,M,3/1/2013 0:00,Doberman Pinscher,Queens,11373,404,465,QN29,21,14,13,6/23/2015,6/27/2016
FRANK ,F,3/1/2015 0:00,Chihuahua Crossbreed,Brooklyn,11217,302,41,BK38,33,8,25,3/21/2016,3/21/2017
BROOKS,M,11/1/2011 0:00,Belgian Malinois,Brooklyn,11206,301,491,BK90,34,7,18,5/3/2016,5/3/2017
CHARLIE,M,4/1/2011 0:00,Shih Tzu,Queens,11423,412,404,QN08,27,5,14,9/24/2016,9/24/2017
ISIS,F,1/1/2007 0:00,American Pit Bull Mix / Pit Bull Mix,Staten Island,10306,503,138,SI25,50,11,24,11/20/2016,1/1/2017
BLUE,M,5/1/2014 0:00,American Pit Bull Terrier/Pit Bull,Brooklyn,11219,310,212,BK30,38,10,22,5/25/2016,5/25/2017
MOO,F,5/1/2015 0:00,Cocker Spaniel,Queens,11101,402,19,QN31,26,12,12,8/21/2015,8/21/2016
LEROY,M,10/1/2015 0:00,Weimaraner,Manhattan,10011,102,63,MN23,3,10,27,4/25/2016,4/25/2018
KODA ,M,1/1/2004 0:00,American Eskimo dog,Staten Island,10314,501,30301,SI12,50,11,23,3/15/2016,4/28/2017
ALLEY,F,3/1/2007 0:00,Maltese,Bronx,10457,204,225,BX14,14,15,29,4/12/2016,4/16/2017
CHLOE,F,3/1/2015 0:00,Bichon Frise,Bronx,10460,206,393,BX06,15,15,33,7/23/2016,7/23/2018
MAX,M,12/1/2012 0:00,Unknown,Bronx,10467,207,425,BX43,11,13,36,7/13/2016,7/8/2017
PLANO ,M,1/1/2007 0:00,Chihuahua,Manhattan,10065,108,11401,MN40,4,12,28,12/9/2015,1/12/2017
MAGGIE ,F,9/1/2005 0:00,Puggle,Queens,11374,406,703,QN18,29,6,15,12/11/2016,1/30/2018
UNKNOWN,M,6/1/2014 0:00,Unknown,Brooklyn,11224,313,354,BK23,48,8,23,12/29/2015,1/15/2017
JAZZ,M,3/1/2013 0:00,Pomeranian,Manhattan,10024,107,173,MN12,6,10,29,9/15/2016,8/27/2017
TEDDY ,M,4/1/2012 0:00,Unknown,Manhattan,10029,111,164,MN33,8,13,29,5/13/2015,5/13/2016
ROMEO,M,2/1/2009 0:00,Unknown,Staten Island,10301,501,9,SI22,49,11,23,2/19/2016,3/18/2017
MAX ,F,9/1/2000 0:00,Labrador Retriever Crossbreed,Queens,11385,405,567,QN19,30,7,12,5/4/2015,5/4/2020
TOBY ,M,8/1/2013 0:00,Morkie,Manhattan,10034,112,287,MN35,10,13,31,8/6/2016,8/26/2017
DAISY ,F,2/1/2014 0:00,Yorkshire Terrier,Brooklyn,11237,304,441,BK77,37,7,18,6/1/2016,6/9/2017
JASMINE,F,1/1/2011 0:00,Unknown,Brooklyn,11228,311,170,BK27,43,11,22,4/20/2016,5/3/2018
LOLA,F,1/1/2011 0:00,Beagle,Manhattan,10029,111,16002,MN33,4,12,29,8/3/2015,8/31/2016
MAJOR,M,3/1/2009 0:00,American Pit Bull Mix / Pit Bull Mix,Bronx,10457,204,225,BX14,16,15,33,4/4/2016,4/4/2017
KRIS,M,11/1/2014 0:00,Shih Tzu,Manhattan,10025,109,199,MN09,7,10,30,3/2/2015,3/2/2016
PUFFY,M,6/1/2010 0:00,Shih Tzu,Queens,11421,409,12,QN53,32,7,15,10/18/2016,11/3/2017
GRADY,M,3/1/2009 0:00,Golden Retriever,Manhattan,10004,101,9,MN25,1,10,26,3/27/2016,5/17/2017
SHADOW ,M,1/1/2006 0:00,Siberian Husky,Brooklyn,11235,315,600,BK17,48,9,22,9/16/2016,10/31/2017
IRIE,F,9/1/2012 0:00,Unknown,Manhattan,10006,101,13,MN25,1,10,26,8/24/2015,7/22/2017
JANE,F,10/1/2015 0:00,French Bulldog,Queens,11103,401,143,QN70,22,14,12,6/2/2016,6/2/2019
RUBY,F,12/1/2009 0:00,Unknown,Manhattan,10002,103,202,MN28,1,7,26,7/30/2015,7/30/2016
LADY,F,12/1/2008 0:00,"Schnauzer, Miniature",Brooklyn,11218,314,1522,BK42,40,9,21,3/31/2015,5/4/2016
JACKSON,M,9/1/2013 0:00,Dachshund Smooth Coat,Queens,11104,402,25301,QN31,26,14,12,6/27/2016,5/16/2018
CHICHI,F,11/1/2010 0:00,Unknown,Manhattan,10029,111,166,MN33,8,13,29,5/12/2016,6/25/2017
HENRY,M,1/1/2013 0:00,Unknown,Brooklyn,11226,314,514,BK42,40,9,21,3/8/2016,3/11/2017
TONY,M,10/1/2015 0:00,Border Terrier,Brooklyn,11210,314,770,BK42,45,9,21,8/20/2016,8/20/2017
PHINEAS,M,2/1/2011 0:00,Beagle,Brooklyn,11205,302,193,BK69,35,8,25,5/9/2016,7/5/2017
LILY,F,8/1/2015 0:00,Yorkshire Terrier,Manhattan,10029,111,172,MN33,8,13,29,5/21/2016,5/21/2017
SHADOW,M,4/1/2006 0:00,Chihuahua Crossbreed,Bronx,10473,209,86,BX09,18,15,32,3/8/2016,4/18/2017
LUCKY ,F,1/1/2016 0:00,Pug,Brooklyn,11224,313,330,BK21,47,8,23,3/17/2016,3/17/2017
DUCHESS,F,8/1/2012 0:00,Shih Tzu,Queens,11379,405,679,QN21,29,6,15,12/5/2016,1/28/2018
SIR ,M,7/1/2006 0:00,Yorkshire Terrier Crossbreed,Bronx,10462,211,232,BX37,13,14,33,11/10/2015,12/1/2016
ANYA,F,9/1/2008 0:00,Samoyed,Queens,11101,402,7,QN31,26,12,12,6/6/2016,6/6/2017
RICKY,M,10/1/2010 0:00,Pomeranian,Manhattan,10036,104,129,MN15,3,10,27,4/30/2015,4/30/2016
MACARONI,M,8/1/2016 0:00,Nova Scotia Duck Tolling Retriever,Manhattan,10011,104,93,MN13,3,10,27,12/4/2016,12/4/2017
TEEMO,M,5/1/2013 0:00,Pomeranian,Manhattan,10002,103,8,MN27,1,7,26,9/26/2015,11/2/2016
SHEA,F,6/1/2013 0:00,Wheaton Terrier,Manhattan,10128,108,15002,MN40,4,12,28,10/29/2015,10/25/2016
TOMMY,M,3/1/2008 0:00,Puggle,Queens,11105,401,105,QN72,22,14,13,8/22/2015,7/19/2020
SHAGGY,M,6/1/2013 0:00,Petit Basset Griffon Vendeen,Manhattan,10075,108,132,MN31,5,12,28,7/14/2016,7/14/2017
ELLIOT ,M,12/1/2013 0:00,Pomeranian,Manhattan,10017,106,90,MN19,4,12,28,4/9/2015,4/27/2019
ICE,M,9/1/2011 0:00,Unknown,Bronx,10455,201,37,BX39,8,15,29,4/25/2016,6/12/2017
MILLIE ,F,1/1/2002 0:00,Unknown,Staten Island,10312,503,17008,SI48,51,11,24,8/24/2015,7/30/2016
LOLLI,F,1/1/2012 0:00,Unknown,Manhattan,10012,102,5501,MN23,1,12,27,1/22/2016,10/2/2016
CHLOE,F,5/1/2008 0:00,Unknown,Brooklyn,11235,315,620,BK17,48,8,22,8/4/2016,9/14/2017
KMILA,F,5/1/2016 0:00,German Shepherd Dog,Brooklyn,11220,307,122,BK32,38,10,23,7/25/2016,7/25/2018
CORA ,F,2/1/2016 0:00,Miniature Schnauzer,Manhattan,10075,108,134,MN31,5,12,28,5/31/2016,5/31/2017
EBONY,F,6/1/2011 0:00,Labrador Retriever Crossbreed,Manhattan,10025,107,195,MN09,7,10,31,12/11/2016,1/30/2018
OLIVER ,M,5/1/2013 0:00,Yorkshire Terrier,Staten Island,10309,503,20801,SI32,51,11,24,6/1/2016,6/19/2017
LUNA,F,1/1/2008 0:00,Havanese,Manhattan,10003,105,52,MN13,2,12,28,4/5/2016,3/17/2017
AGGIE,F,1/1/2014 0:00,Unknown,Queens,11364,411,129104,QN42,23,6,11,9/16/2016,10/27/2017
MILO ,M,5/1/2015 0:00,Yorkshire Terrier,Queens,11428,413,560,QN34,23,5,14,9/8/2015,9/8/2016
PENNY,F,7/1/2009 0:00,"Poodle, Toy",Queens,11379,405,65703,QN21,30,6,15,1/11/2016,1/1/2017
BELLA,F,11/1/2014 0:00,Poodle,Bronx,10466,NA,NULL,NULL,NA,NA,NA,11/18/2016,11/18/2017
CHEYENNE ,F,1/1/2000 0:00,Siberian Husky,Staten Island,10304,502,9601,SI36,50,11,24,5/6/2016,5/30/2017
CARLOTTA,F,3/1/2014 0:00,Shih Tzu,Queens,11375,406,71304,QN17,29,6,16,7/22/2015,8/20/2016
OSCAR ,M,3/1/2006 0:00,Boston Terrier,Manhattan,10011,104,87,MN13,3,12,27,7/22/2016,8/31/2017
FLOUNDER,M,7/1/2004 0:00,Bichon Frise,Manhattan,10025,107,183,MN12,6,10,31,6/1/2016,3/17/2017
PENNY,F,1/1/2006 0:00,Cavalier King Charles Spaniel,Manhattan,10016,106,70,MN20,2,12,28,2/11/2016,3/30/2017
UNKNOWN,M,4/1/2016 0:00,Chihuahua,Brooklyn,11213,308,353,BK61,35,9,20,7/28/2016,7/28/2017
TIMMY,M,9/1/2015 0:00,German Shepherd Crossbreed,Brooklyn,11234,318,692,BK58,46,8,19,12/27/2015,12/27/2020
CHARLIE ,M,8/1/2014 0:00,Dachshund Smooth Coat Miniature,Manhattan,10002,103,1002,MN28,2,7,26,12/18/2014,12/18/2019
SARITA,F,1/1/2013 0:00,Chihuahua,Bronx,10452,204,199,BX26,16,15,29,5/14/2015,4/8/2016
TULIP,F,1/1/2008 0:00,Shih Tzu,Manhattan,10128,108,14802,MN40,4,12,28,8/1/2015,6/30/2016
TONKA ,M,12/1/2011 0:00,American Pit Bull Terrier/Pit Bull,Brooklyn,11207,304,409,BK77,37,7,18,8/9/2016,8/9/2017
RUDY,M,7/1/2009 0:00,Chihuahua Crossbreed,Manhattan,10001,104,97,MN13,3,10,27,11/15/2016,10/2/2017
OREO,M,7/1/2005 0:00,Shih Tzu,Brooklyn,11209,310,58,BK31,43,11,22,7/26/2016,9/5/2017
MOLLY ,F,1/1/2004 0:00,Golden Retriever,Bronx,10470,212,45102,BX62,11,16,34,8/18/2016,7/30/2017
TOQUI,M,4/1/2016 0:00,Rat Terrier,Brooklyn,11225,309,79601,BK60,40,9,20,5/15/2016,5/15/2017
RUCA,F,2/1/2013 0:00,American Pit Bull Mix / Pit Bull Mix,Bronx,10459,203,153,BX75,16,15,32,2/27/2015,2/27/2016
LAPA ,F,4/1/2016 0:00,American Staffordshire Terrier ,Brooklyn,11235,315,600,BK17,48,9,23,10/20/2016,10/20/2017
SANDY,F,1/1/2007 0:00,Labrador Retriever Crossbreed,Brooklyn,11209,310,44,BK31,43,11,22,11/16/2016,1/7/2018
JACK,M,6/1/2012 0:00,Unknown,Bronx,10463,208,273,BX28,14,13,33,11/19/2016,12/13/2017
NA,F,6/1/2016 0:00,Maltese Crossbreed,Queens,11418,409,122,QN54,29,5,10,10/2/2016,10/2/2017
UNKNOWN,M,12/1/2015 0:00,French Bulldog,Queens,11356,407,919,QN23,19,14,11,4/4/2016,4/4/2017
TUCKER,M,1/1/2012 0:00,Yorkshire Terrier Crossbreed,Queens,11102,401,63,QN70,22,12,12,1/25/2016,1/25/2017
KILO,F,3/1/2005 0:00,Unknown,Queens,11106,401,53,QN70,26,12,12,7/31/2015,8/4/2016
THOR,M,12/1/2012 0:00,American Staffordshire Terrier ,Manhattan,10036,104,129,MN15,3,10,27,1/25/2015,1/25/2016
BENJI ,M,1/1/2003 0:00,Yorkshire Terrier,Staten Island,10308,503,14608,SI54,51,11,24,6/30/2015,7/30/2017
BAILEY,F,2/1/2009 0:00,Havanese,Staten Island,10312,503,15601,SI54,51,11,24,8/8/2016,6/22/2017
BEN ,M,1/1/2001 0:00,"Poodle, Miniature",Manhattan,10034,112,307,MN01,10,13,31,6/11/2015,5/30/2016
TOTICO,M,1/1/2009 0:00,Chihuahua,Queens,11372,403,273,QN28,21,14,13,12/9/2016,6/4/2017
PUFFY,M,12/1/2009 0:00,Yorkshire Terrier,Manhattan,10040,112,285,MN35,10,13,31,5/18/2016,6/2/2017
CAPT. ,M,10/1/2014 0:00,Labrador Retriever Crossbreed,Manhattan,10033,112,265,MN36,10,13,31,4/7/2015,4/7/2016
KARMA,F,1/1/2007 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11238,308,163,BK64,35,9,25,3/21/2015,5/1/2016
DIANA,F,10/1/2007 0:00,Unknown,Manhattan,10040,112,275,MN35,10,13,31,9/18/2015,10/22/2018
PINKY,F,8/1/2015 0:00,Chihuahua,Staten Island,10305,502,70,SI36,50,11,24,5/31/2016,5/31/2017
GUCCI,M,2/1/2012 0:00,Parson Russell Terrier,Bronx,10452,204,199,BX26,16,15,29,4/7/2015,4/7/2016
RAFA,M,8/1/2014 0:00,Pomeranian,Queens,11375,406,743,QN17,29,6,16,10/1/2016,10/29/2019
STAR,M,7/1/2007 0:00,"Collie, Border",Brooklyn,11228,311,186,BK28,43,10,22,2/2/2016,3/11/2017
PRECIOUS ,F,3/1/2010 0:00,Shih Tzu,Bronx,10454,201,25,BX39,8,15,29,10/15/2016,10/15/2017
TANK,M,4/1/2015 0:00,Miniature American Shepherd,Manhattan,10019,104,135,MN15,6,10,27,8/10/2015,8/10/2016
APPLE,M,10/1/2007 0:00,Golden Retriever,Queens,11367,408,77903,QN37,24,6,15,4/23/2016,4/23/2017
CHLOE,F,7/1/2016 0:00,Poodle Crossbreed,Queens,11367,408,809,QN37,24,6,15,10/1/2016,10/1/2017
SASHA ,F,7/1/2004 0:00,Labrador Retriever,Brooklyn,11235,313,366,BK19,48,8,23,1/26/2016,2/28/2017
ABBY,F,11/1/2008 0:00,"Schnauzer, Miniature",Manhattan,10025,109,19701,MN09,7,10,30,6/21/2016,5/27/2018
ROCKY,M,8/1/2014 0:00,Boxer,Queens,11418,409,216,QN60,29,6,14,4/23/2015,4/23/2016
DEXTER,M,11/1/2009 0:00,Boston Terrier,Manhattan,10025,107,183,MN12,7,10,30,10/11/2015,10/11/2016
BOBBY,M,7/1/2015 0:00,Labrador Retriever,Brooklyn,11231,306,59,BK33,38,7,25,9/20/2015,9/20/2016
MELLY,F,5/1/2015 0:00,Labrador Retriever Crossbreed,Brooklyn,11214,311,282,BK27,43,11,23,9/14/2016,8/19/2018
 MAX COHEN,M,1/1/2006 0:00,Cocker Spaniel,Brooklyn,11229,315,59401,BK17,48,9,19,5/9/2016,3/16/2017
COOPER,M,7/1/2004 0:00,Bichon Frise,Staten Island,10301,501,59,SI35,49,11,24,7/16/2016,9/7/2017
PRINCESS ,F,12/1/2002 0:00,Yorkshire Terrier,Bronx,10463,208,29301,BX29,11,16,34,7/29/2016,5/30/2017
SHILOH,M,1/1/2011 0:00,"Collie, Border",Queens,11693,414,94203,QN12,32,5,15,6/16/2016,7/19/2017
BEYLA ,F,9/1/2004 0:00,Shih Tzu,Queens,11377,402,235,QN31,26,14,12,7/21/2015,7/21/2016
TEXAS ,M,7/1/2008 0:00,Havanese,Manhattan,10075,108,136,MN32,5,12,28,1/5/2016,2/8/2018
WALKER ,M,1/1/2006 0:00,Unknown,Brooklyn,11236,318,996,BK50,46,8,19,11/10/2015,11/29/2016
POLO,M,11/1/2012 0:00,Maltese,Queens,11106,401,59,QN70,22,12,12,7/15/2016,7/2/2017
DIZZY-G,M,7/1/2010 0:00,Silky Terrier,Manhattan,10024,107,173,MN12,6,10,30,7/22/2016,9/7/2017
OLIVE ,F,7/1/2014 0:00,Labrador Retriever,Manhattan,10004,101,9,MN25,1,10,26,7/24/2016,7/24/2019
MICKEY,M,1/1/2002 0:00,Unknown,Queens,11372,403,285,QN28,25,14,13,9/1/2016,9/30/2017
KIPPER,M,7/1/2011 0:00,Shih Tzu,Staten Island,10314,502,18702,SI05,49,11,24,4/30/2015,6/4/2016
NALAA,F,9/1/2009 0:00,Unknown,Manhattan,10065,108,10602,MN31,5,12,28,8/31/2015,3/22/2020
OREO ,F,7/1/2014 0:00,Shih Tzu Crossbreed,Queens,11693,414,94203,QN12,32,5,15,6/4/2015,6/4/2016
BLACKIE,M,11/1/2007 0:00,Labrador Retriever,Queens,11375,406,731,QN17,29,6,15,12/21/2016,12/14/2017
BUCA,M,4/1/2011 0:00,Labrador Retriever,Staten Island,10310,501,105,SI35,49,11,24,2/1/2016,3/16/2017
BELLA ,F,10/1/2010 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11213,308,341,BK61,36,9,25,5/26/2015,5/26/2016
DUNCAN,M,4/1/2004 0:00,Unknown,Brooklyn,11226,314,50804,BK42,40,9,21,9/10/2016,9/11/2017
OSCAR ,M,6/1/2007 0:00,Shih Tzu,Manhattan,10128,108,15801,MN40,4,12,28,7/13/2015,5/30/2016
NICKY ,M,5/1/2008 0:00,Shih Tzu,Queens,11435,412,194,QN01,28,5,10,10/24/2016,10/20/2019
UNKNOWN,F,11/1/2014 0:00,Maltese,Queens,11385,405,591,QN20,34,7,12,3/10/2015,3/10/2016
MAX,M,1/1/2003 0:00,Shih Tzu,Queens,11375,NA,NULL,NULL,NA,NA,NA,8/17/2015,8/30/2016
RHYE,F,9/1/2003 0:00,Rat Terrier,Brooklyn,11249,301,557,BK73,33,12,26,7/9/2016,8/31/2017
PUCCA,F,5/1/2010 0:00,Chihuahua,Brooklyn,11222,301,499,BK76,33,12,26,9/4/2016,9/27/2017
TULIP,F,9/1/2016 0:00,Cocker Spaniel Crossbreed,Manhattan,10024,107,171,MN12,6,10,31,11/2/2016,11/2/2017
UNKNOWN,M,8/1/2014 0:00,Pug,Brooklyn,11215,306,157,BK37,39,9,21,1/16/2015,1/16/2016
WOLFGANG ,M,9/1/2015 0:00,Maltese,Manhattan,10028,108,14601,MN32,5,12,28,4/7/2016,4/7/2017
KIMI ,F,1/1/2005 0:00,German Shepherd Dog,Queens,11385,405,595,QN20,30,7,15,7/6/2016,7/30/2017
WATSON,M,3/1/2007 0:00,Unknown,Manhattan,10012,102,5502,MN23,1,12,26,2/19/2016,3/16/2017
UTHER,M,4/1/2014 0:00,Airedale Terrier,Brooklyn,11211,301,481,BK90,34,12,18,4/19/2016,3/13/2018
HONEY ,F,5/1/2004 0:00,Cocker Spaniel,Staten Island,10304,502,9601,SI36,50,11,24,8/15/2016,9/29/2017
COCONUT,F,11/1/2013 0:00,Boston Terrier,Manhattan,10009,106,44,MN50,4,12,27,7/19/2016,8/6/2018
GIGI,F,2/1/2008 0:00,Chihuahua,Manhattan,10024,107,165,MN12,6,10,29,3/17/2016,3/17/2017
USHIWAKAMARU,M,8/1/2014 0:00,Unknown,Manhattan,10014,102,71,MN23,3,10,27,9/15/2016,11/7/2017
STORMY,M,7/1/2012 0:00,Beagle Crossbreed,Manhattan,10032,112,247,MN36,7,13,31,10/3/2016,11/16/2017
MAE,F,4/1/2015 0:00,Siberian Husky Crossbreed,Staten Island,10309,503,20801,SI32,51,11,24,5/11/2016,5/11/2017
UNKNOWN,F,1/1/2015 0:00,Boston Terrier,Manhattan,10028,108,14602,MN32,5,12,28,4/13/2015,4/13/2016
LADY,F,1/1/2010 0:00,Dachshund,Staten Island,10306,503,13201,SI25,50,11,24,5/25/2015,5/25/2016
VINNY,M,6/1/2011 0:00,Jack Russell Terrier,Manhattan,10003,105,52,MN13,2,12,28,6/7/2016,4/15/2017
NAME NOT PROVIDED,M,7/1/2016 0:00,Maltese,Manhattan,10030,110,230,MN03,9,13,30,11/15/2016,11/15/2017
MAXIMUS,M,3/1/2013 0:00,Labrador Retriever Crossbreed,Queens,11368,403,403,QN26,21,14,13,8/9/2016,7/18/2022
ROXY,F,9/1/2010 0:00,Dachshund Smooth Coat,Staten Island,10314,502,27301,SI05,50,11,24,10/26/2015,10/24/2016
BULLET,F,6/1/2013 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11221,303,261,BK75,36,8,25,6/27/2016,6/27/2017
DELILAH,F,8/1/2011 0:00,Unknown,Manhattan,10009,103,32,MN22,2,12,27,9/9/2015,6/21/2016
LONDON ,F,1/1/2011 0:00,"Bull Dog, English",Bronx,10469,211,344,BX31,12,16,36,4/17/2015,4/24/2016
BATMAN,M,12/1/2003 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11214,311,300,BK29,47,10,22,10/27/2016,10/20/2017
PRINCE,M,11/1/2007 0:00,Beagle,Manhattan,10029,111,184,MN34,8,13,30,11/29/2016,9/18/2017
DIXIE,F,2/1/2015 0:00,"Coonhound, Black and Tan",Bronx,10460,206,363,BX17,15,15,33,5/10/2015,5/10/2016
HUGO,M,5/1/2014 0:00,American Foxhound,Manhattan,10025,NA,NULL,NULL,NA,NA,NA,7/30/2015,7/30/2016
FRANKLIN,M,1/1/2004 0:00,Chow Chow,Manhattan,10025,107,191,MN12,7,10,31,12/2/2015,12/2/2017
BABY ,F,4/1/2015 0:00,American Pit Bull Mix / Pit Bull Mix,Queens,11427,413,1567,QN43,23,3,14,10/24/2015,10/24/2016
SOPHIE,F,1/1/2007 0:00,Yorkshire Terrier,Staten Island,10314,501,151,SI07,50,11,24,11/15/2016,12/25/2017
LEO ,M,1/1/2004 0:00,Unknown,Brooklyn,11235,315,598,BK17,48,9,22,1/27/2015,2/28/2016
ROCCO,M,3/1/2016 0:00,Shih Tzu,Manhattan,10028,108,140,MN40,5,12,28,7/12/2016,7/12/2017
BILLY ,M,10/1/2005 0:00,Siberian Husky,Queens,11414,410,6202,QN57,32,8,15,5/13/2016,6/29/2017
SIR ,M,6/1/2012 0:00,"Schnauzer, Miniature",Brooklyn,11222,301,593,BK76,33,12,18,7/26/2016,9/21/2017
SOPHIE,F,1/1/2007 0:00,Cocker Spaniel,Brooklyn,11209,310,46,BK31,43,11,22,8/4/2015,8/24/2016
PENNY ,F,4/1/2016 0:00,Labrador Retriever Crossbreed,Staten Island,10312,503,20804,SI32,51,11,24,10/3/2016,10/3/2017
MYLO,M,9/1/2010 0:00,Jack Russell Terrier,Brooklyn,11214,311,296,BK28,47,11,23,12/7/2015,1/23/2017
LEWIS,M,6/1/2004 0:00,American Pit Bull Terrier/Pit Bull,Brooklyn,11237,304,431,BK77,37,7,18,2/22/2016,2/22/2017
BARKLEY,M,2/1/2009 0:00,Yorkshire Terrier,Queens,11103,401,6502,QN70,22,12,12,4/19/2016,4/2/2017
FIDEL ,M,1/1/2005 0:00,Havanese,Manhattan,10065,108,118,MN31,4,12,28,8/15/2016,9/29/2017
ROCKY,M,7/1/2016 0:00,West Highland White Terrier,Queens,11361,411,1097,QN46,19,6,11,11/28/2016,11/28/2017
DAODAO,F,1/1/2006 0:00,Yorkshire Terrier,Queens,11375,406,71306,QN17,29,6,16,11/18/2016,11/18/2018
CHAMP,M,5/1/2014 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11208,305,1164,BK82,42,8,18,5/11/2015,5/11/2016
MARTINI,M,11/1/2008 0:00,Yorkshire Terrier,Queens,11375,406,711,QN17,29,6,16,3/14/2016,5/4/2017
CHOCK,M,5/1/2009 0:00,American Pit Bull Mix / Pit Bull Mix,Queens,11368,403,403,QN26,21,14,13,5/28/2015,6/30/2016
GINGER ,F,6/1/2007 0:00,Unknown,Brooklyn,11232,307,84,BK32,38,7,20,8/1/2016,6/15/2017
TEAHUPOO,M,6/1/2015 0:00,Coton de Tulear,Brooklyn,11249,301,555,BK73,33,12,26,10/5/2016,8/27/2017
JASPER ,M,5/1/2004 0:00,Unknown,Queens,11373,404,471,QN29,25,6,16,6/22/2016,8/9/2017
MILAGROS,F,11/1/2014 0:00,Maltese Crossbreed,Bronx,10469,211,360,BX31,13,14,34,7/25/2016,9/14/2017
MADDIE ,F,4/1/2009 0:00,Unknown,Manhattan,10021,108,126,MN31,4,12,28,6/14/2016,8/3/2017
RAMBO,M,1/1/2014 0:00,Chihuahua,Brooklyn,11221,303,375,BK35,41,8,18,12/1/2015,12/25/2016
GLORIA,F,4/1/2011 0:00,Beagle Crossbreed,Manhattan,10001,104,99,MN13,3,10,27,3/16/2015,3/16/2016
