"RowNumber","AnimalName","AnimalGender","AnimalBirthMonth","BreedName","Borough","ZipCode","CommunityDistrict","CensusTract2010","NTA","CityCouncilDistrict","CongressionalDistrict","StateSenatorialDistrict","LicenseIssuedDate","LicenseExpiredDate"
13110,"ROCO","M","3/1/2014 0:00","American Pit Bull Mix / Pit Bull Mix","Bronx",10468,208,"26702","BX28",14,13,33,"4/16/2015","4/16/2016"
70279,"RAVEN ","F","1/1/2002 0:00","Labrador Retriever","Brooklyn",11201,306,"69","BK38",33,7,26,"5/4/2016","2/28/2017"
95307,"ROCCO ","M","1/1/2007 0:00","Schnauzer, Giant","Queens",11378,405,"521","QN30",30,6,15,"8/13/2016","6/26/2017"
21709,"MIA","F","9/1/2012 0:00","Beagle","Staten Island",10305,502,"74","SI14",50,11,23,"6/18/2015","6/18/2017"
110806,"SIMON ","M","1/1/2004 0:00","Boston Terrier","Staten Island",10305,502,"64","SI14",50,11,24,"10/24/2016","9/30/2017"
53720,"KOKI","M","4/1/2014 0:00","Cocker Spaniel","Queens",11377,402,"483","QN50",26,6,12,"2/18/2016","12/12/2016"
29993,"MADAM","F","5/1/2009 0:00","Australian Shepherd","Manhattan",10016,105,"74","MN17",4,12,28,"8/19/2015","8/27/2016"
2057,"HAVOC","M","3/1/2008 0:00","Doberman Pinscher","Brooklyn",11229,315,"632","BK17",46,9,22,"1/2/2015","1/10/2016"
101910,"MARIE","F","7/1/2010 0:00","Unknown","Brooklyn",11224,313,"342","BK21",47,8,23,"9/14/2016","10/10/2017"
30237,"TASHA","F","1/1/2010 0:00","Staffordshire Bull Terrier","Brooklyn",11205,302,"195","BK69",35,8,25,"8/21/2015","6/5/2020"
83381,"RYLEE","F","9/1/2010 0:00","Coonhound, Black and Tan","Manhattan",10004,101,"7","MN25",1,10,26,"6/28/2016","7/27/2021"
102543,"LUCY ","F","1/1/2005 0:00","Pug","Brooklyn",11223,315,"388","BK25",47,11,23,"9/16/2016","9/30/2017"
104035,"BELLA ","F","11/1/2006 0:00","Japanese Chin/Spaniel","Queens",11385,405,"539","QN20",34,7,12,"9/21/2016","10/30/2017"
102791,"KOBI","M","4/1/2010 0:00","German Shepherd Crossbreed","Manhattan",10026,110,"218","MN11",9,13,30,"9/17/2016","9/17/2021"
66437,"CLOVER","F","12/1/2014 0:00","Cairn Terrier","Manhattan",10010,106,"60","MN50",4,12,27,"4/18/2016","7/13/2018"
12174,"ARNIE","M","12/1/2007 0:00","Akita","Brooklyn",11234,318,"70201","BK45",46,8,19,"4/9/2015","4/18/2016"
81633,"JERSEY","M","2/1/2009 0:00","Cocker Spaniel","Manhattan",10034,112,"293","MN01",10,13,31,"6/20/2016","7/1/2017"
24826,"CHIBI","F","5/1/2012 0:00","Brussels Griffon","Manhattan",10003,102,"59","MN23",2,12,27,"7/11/2015","8/11/2016"
27270,"PORTIA","F","8/1/2012 0:00","Greyhound","Manhattan",10010,105,"52","MN13",2,12,28,"7/31/2015","7/31/2016"
106629,"MINGO","M","3/1/2014 0:00","Chihuahua","Manhattan",10009,106,"44","MN50",4,12,27,"10/3/2016","10/3/2017"
41608,"APOLLO","M","10/1/2012 0:00","American Pit Bull Terrier/Pit Bull","Manhattan",10025,107,"191","MN12",7,10,30,"12/2/2015","3/29/2017"
3187,"GIDGET","F","10/1/2014 0:00","Chihuahua","Manhattan",10014,102,"73","MN23",3,10,27,"1/16/2015","1/16/2016"
76927,"OLIVER","M","2/1/2014 0:00","Cavalier King Charles Spaniel","Manhattan",10024,107,"179","MN12",6,10,31,"6/1/2016","7/8/2017"
56636,"CHA ","F","1/1/2001 0:00","Bichon Frise","Staten Island",10301,502,"177","SI24",50,11,24,"3/3/2016","2/28/2017"
15148,"SACEY","M","5/1/2014 0:00","American Pit Bull Terrier/Pit Bull","Brooklyn",11212,317,"884","BK96",41,9,20,"4/29/2015","4/29/2016"
20025,"BELLA","F","2/1/2015 0:00","Labrador Retriever Crossbreed","Brooklyn",11217,308,"161","BK64",35,9,25,"6/5/2015","6/5/2016"
80149,"GRADY","M","1/1/2009 0:00","Unknown","Manhattan",10014,102,"73","MN23",3,10,27,"6/14/2016","5/29/2017"
115874,"INDY","F","9/1/2012 0:00","Unknown","Brooklyn",11231,306,"51","BK33",39,7,26,"11/21/2016","1/2/2018"
23157,"CAPPUCINO","M","1/1/2009 0:00","Unknown","Staten Island",10308,503,"14605","SI54",51,11,24,"6/29/2015","7/14/2016"
10185,"RAVEN ","F","8/1/2003 0:00","Unknown","Queens",11004,413,"155102","QN44",23,3,11,"3/25/2015","4/7/2016"
96031,"GINGER ","F","1/1/2001 0:00","Labrador Retriever Crossbreed","Manhattan",10028,108,"138","MN32",5,12,28,"8/16/2016","9/30/2017"
13379,"LOLA","F","12/1/2013 0:00","Maltese","Queens",11385,405,"591","QN20",30,7,12,"4/17/2015","4/17/2016"
69453,"PRINCESS","F","1/1/2015 0:00","Labrador Retriever","Brooklyn",11210,314,"788","BK42",45,9,21,"4/30/2016","4/30/2017"
35789,"VESPA","F","8/1/2009 0:00","Unknown","Manhattan",10025,109,"199","MN09",7,10,30,"10/12/2015","11/7/2018"
8795,"MARCO","M","12/1/2009 0:00","Yorkshire Terrier","Brooklyn",11205,303,"241","BK75",33,8,25,"3/12/2015","3/12/2016"
60846,"MARGO","F","12/1/2011 0:00","Pomeranian","Queens",11001,413,"157903","QN44",23,3,11,"3/23/2016","5/2/2017"
2769,"UNKNOWN","F","10/1/2014 0:00","Bull Dog, French","Brooklyn",11224,313,"350","BK23",48,8,23,"1/12/2015","1/12/2016"
96972,"GRACE","F","5/1/2012 0:00","Labrador Retriever","Brooklyn",11201,302,"301","BK09",33,7,26,"8/20/2016","10/1/2017"
19509,"TEDDY ","M","2/1/2007 0:00","Yorkshire Terrier","Manhattan",10011,104,"81","MN13",3,12,27,"6/2/2015","6/2/2016"
88241,"REYGE ","F","7/1/2013 0:00","American Pit Bull Mix / Pit Bull Mix","Queens",11691,414,"100802","QN15",31,5,10,"7/15/2016","7/15/2017"
98229,"SPORT ","M","6/1/2016 0:00","Pug","Queens",11358,411,"1139","QN48",19,6,11,"8/27/2016","8/27/2017"
32586,"ALVIN","M","5/1/2013 0:00","Golden Retriever","Manhattan",10023,107,"153","MN14",6,10,27,"9/11/2015","2/5/2016"
97800,"MADISON","F","8/1/2009 0:00","Unknown","Queens",11372,403,"285","QN28",25,14,13,"8/24/2016","9/23/2018"
34560,"TIGER","M","3/1/2013 0:00","German Shepherd Dog","Queens",11354,407,"1161","QN22",20,6,16,"9/29/2015","9/19/2016"
52452,"DANIELA","F","11/1/2015 0:00","Maltese","Queens",11369,403,"339","QN28",22,14,13,"2/11/2016","2/11/2017"
95696,"PISTACHIO","F","5/1/2016 0:00","French Bulldog","Manhattan",10044,108,"23802","MN31",5,12,29,"8/15/2016","8/15/2017"
8273,"DIESEL","M","12/1/2014 0:00","Beagle","Manhattan",10009,103,"2602","MN28",2,12,27,"3/6/2015","3/6/2016"
93440,"ZEENA","F","5/1/2016 0:00","French Bulldog","Staten Island",10314,502,"27702","SI24",51,11,24,"8/7/2016","8/7/2017"
54633,"MOJO ","M","2/1/2013 0:00","Bull Dog, French","Manhattan",10024,107,"171","MN12",6,10,31,"2/22/2016","4/2/2017"
111060,"MILES","M","10/1/2014 0:00","Shih Tzu","Bronx",10462,211,"228","BX49",13,14,34,"10/25/2016","10/25/2017"
56727,"ROCCO ","M","10/1/2014 0:00","Labrador Retriever Crossbreed","Brooklyn",11249,301,"555","BK73",33,12,26,"3/4/2016","4/22/2017"
15929,"CASPER","M","1/1/2015 0:00","Labrador Retriever","Manhattan",10025,107,"183","MN12",6,10,31,"5/4/2015","5/4/2016"
17932,"LULU","F","10/1/2001 0:00","Japanese Chin","Manhattan",10010,106,"60","MN50",4,12,27,"5/19/2015","5/19/2016"
114356,"LAYLA ","F","9/1/2010 0:00","Boxer","Manhattan",10003,102,"59","MN23",1,12,27,"11/14/2016","1/7/2018"
67100,"MIA","F","3/1/2006 0:00","Maltese","Queens",11375,406,"739","QN17",29,6,16,"4/20/2016","5/1/2017"
119763,"JERICHO","M","10/1/2015 0:00","Chihuahua Crossbreed","Manhattan",10023,107,"151","MN14",6,10,31,"12/15/2016","12/15/2021"
91335,"PATSY ","F","1/1/2002 0:00","Pug","Manhattan",10024,107,"171","MN12",6,10,31,"7/28/2016","7/30/2017"
9866,"MILLI","F","9/1/2011 0:00","Cavalier King Charles Spaniel","Brooklyn",11249,301,"555","BK73",33,12,26,"3/23/2015","3/23/2016"
113300,"TORTILLA ","M","7/1/2005 0:00","Chihuahua","Queens",11373,404,"479","QN50",25,6,16,"11/7/2016","12/30/2019"
5781,"BUFFY","F","2/1/2012 0:00","Staffordshire Bull Terrier","Brooklyn",11209,310,"138","BK31",43,11,22,"2/13/2015","2/13/2016"
77713,"HARRY","M","6/1/2010 0:00","Maltese","Staten Island",10314,502,"27705","SI24",51,11,24,"6/4/2016","6/16/2017"
7126,"DIVA","F","12/1/2010 0:00","Shih Tzu","Queens",11374,406,"71701","QN18",29,6,16,"2/25/2015","2/25/2016"
73895,"BAMBI","F","7/1/2015 0:00","Chihuahua Crossbreed","Manhattan",10002,103,"202","MN28",2,7,26,"5/17/2016","5/17/2017"
36374,"MUFFIN","F","11/1/2008 0:00","Yorkshire Terrier","Brooklyn",11229,315,"572","BK17",46,9,19,"10/16/2015","8/25/2016"
98327,"LACEY","F","10/1/2006 0:00","Chihuahua","Queens",11361,411,"1099","QN46",19,6,11,"8/28/2016","10/14/2017"
46027,"NAME NOT PROVIDED","F","1/1/2008 0:00","Yorkshire Terrier","Queens",11435,408,"22002","QN35",24,6,14,"1/6/2016","1/20/2017"
57139,"IORWERTH ","M","7/1/2005 0:00","Welsh Corgi, Pembroke","Manhattan",10021,108,"128","MN40",4,12,28,"3/6/2016","5/1/2017"
101553,"GRACIE","F","3/1/2002 0:00","Unknown","Manhattan",10023,107,"157","MN14",6,10,27,"9/13/2016","11/4/2017"
40753,"LOLA","F","5/1/2014 0:00","Chihuahua","Manhattan",10010,106,"64","MN21",2,12,28,"11/23/2015","12/18/2016"
52535,"PENNY","F","1/1/2006 0:00","German Shepherd Crossbreed","Bronx",10462,211,"246","BX49",13,14,34,"2/11/2016","3/30/2017"
61186,"GINGER","F","1/1/2011 0:00","Cotton De Tulear","Manhattan",10023,107,"153","MN14",6,10,27,"3/25/2016","5/17/2017"
17469,"PUCK","M","1/1/2006 0:00","Dachshund Smooth Coat","Bronx",10464,210,"516","BX10",13,14,34,"5/15/2015","3/5/2017"
106419,"BANDIT ","M","7/1/2013 0:00","Yorkshire Terrier","Queens",11361,411,"1471","QN46",19,6,11,"10/3/2016","10/3/2017"
68120,"ACHILLES","M","6/1/2012 0:00","Doberman Pinscher","Staten Island",10308,503,"14607","SI54",51,11,24,"4/25/2016","5/20/2017"
89983,"ZOE","F","2/1/2013 0:00","Dachshund","Brooklyn",11215,306,"141","BK37",39,7,21,"7/22/2016","7/1/2017"
85086,"REX","M","3/1/2010 0:00","Bull Dog, English","Queens",11378,405,"511","QN30",30,6,15,"7/5/2016","8/17/2017"
14255,"BRIDGETTE","F","7/1/2003 0:00","Pug","Queens",11357,407,"991","QN49",19,3,11,"4/23/2015","5/12/2016"
50005,"SALLY","F","10/1/2010 0:00","American Pit Bull Mix / Pit Bull Mix","Brooklyn",11211,301,"555","BK73",33,12,26,"1/29/2016","3/1/2017"
59222,"BRANDY","F","1/1/2002 0:00","Poodle, Toy","Queens",11693,414,"94203","QN12",32,5,15,"3/16/2016","4/9/2017"
27552,"BELLA","F","10/1/2007 0:00","German Shepherd Crossbreed","Manhattan",10032,112,"24301","MN36",7,13,31,"8/2/2015","8/2/2016"
74987,"SWEETPEA","F","5/1/2012 0:00","Chihuahua","Manhattan",10128,108,"14602","MN32",5,12,28,"5/22/2016","5/22/2017"
82645,"PING","M","12/1/2014 0:00","American Pit Bull Terrier/Pit Bull","Bronx",10463,208,"277","BX28",14,13,33,"6/24/2016","6/24/2017"
68575,"RUMBA","M","4/1/2007 0:00","Havanese","Manhattan",10012,102,"65","MN23",1,10,26,"4/27/2016","4/27/2018"
117738,"ZUKO","M","10/1/2015 0:00","Shiba Inu","Queens",11358,407,"1193","QN52",19,6,11,"12/4/2016","12/4/2021"
66376,"GYZMO ","M","8/1/2012 0:00","Schnauzer, Miniature","Brooklyn",11213,308,"349","BK61",36,9,20,"4/18/2016","6/6/2017"
39734,"COOPER ","M","2/1/2006 0:00","Havanese","Staten Island",10312,503,"15601","SI54",51,11,24,"11/15/2015","11/15/2018"
32147,"PONYBOY","M","6/1/2011 0:00","Unknown","Brooklyn",11222,301,"569","BK76",33,12,26,"9/8/2015","9/24/2016"
111362,"DYLAN ","M","8/1/2016 0:00","Cavalier King Charles Spaniel","Manhattan",10003,103,"40","MN22",2,12,27,"10/27/2016","10/27/2017"
46055,"ABBY","F","11/1/2010 0:00","Boston Terrier","Queens",11375,406,"76901","QN17",29,6,15,"1/6/2016","12/10/2016"
106649,"MAXI","F","1/1/2003 0:00","Maltese","Manhattan",10033,112,"263","MN36",10,13,31,"10/3/2016","10/31/2017"
75471,"BETSY","F","1/1/2014 0:00","Pug","Manhattan",10022,106,"10601","MN19",5,12,28,"5/24/2016","7/9/2017"
70481,"OSCAR","M","12/1/2012 0:00","Labrador Retriever Crossbreed","Manhattan",10069,107,"155","MN14",6,10,27,"5/5/2016","3/14/2019"
79080,"MOLLY","F","2/1/2016 0:00","Miniature American Shepherd","Brooklyn",11201,302,"11","BK38",33,8,25,"6/10/2016","6/10/2017"
1181,"MISCHA","F","12/1/2013 0:00","Beagle","Brooklyn",11231,306,"65","BK33",39,7,25,"12/13/2014","12/13/2019"
111084,"RUFUS","F","5/1/2012 0:00","Terrier mix","Brooklyn",11249,301,"555","BK73",33,12,26,"10/26/2016","10/26/2021"
80374,"ZEUS","M","8/1/2008 0:00","Unknown","Queens",11417,410,"58","QN56",32,8,15,"6/15/2016","6/12/2017"
29525,"UNKNOWN","M","5/1/2015 0:00","Australian Shepherd","Manhattan",10069,107,"155","MN14",6,10,27,"8/16/2015","8/16/2016"
41458,"SHAMUS ","M","1/1/2004 0:00","Unknown","Manhattan",10128,108,"152","MN32",5,12,29,"12/1/2015","12/30/2016"
97176,"NAME NOT PROVIDED","F","5/1/2016 0:00","Shih Tzu","Brooklyn",11206,301,"505","BK90",34,7,18,"8/21/2016","8/21/2017"
75788,"OREO","M","2/1/2006 0:00","Shih Tzu","Queens",11421,409,"12","QN53",32,7,15,"5/26/2016","7/13/2017"
45461,"GOOSIE","F","3/1/2006 0:00","German Shepherd Dog","Manhattan",10128,108,"14602","MN32",5,12,28,"1/3/2016","2/10/2017"
21814,"UNKNOWN","M","1/1/2015 0:00","Shiba Inu","Queens",11377,402,"247","QN63",26,14,12,"6/19/2015","6/19/2016"
112895,"LUCKY","M","4/1/2013 0:00","Unknown","Bronx",10472,209,"78","BX59",18,15,32,"11/4/2016","12/2/2017"
40978,"PETE ","M","3/1/2014 0:00","Labrador Retriever Crossbreed","Manhattan",10028,108,"142","MN40",4,12,28,"11/25/2015","1/12/2018"
86458,"HATCHI ","M","12/1/2015 0:00","Maltese Crossbreed","Bronx",10459,203,"12101","BX35",17,15,32,"7/11/2016","7/11/2017"
42995,"PEGGY","F","10/1/2005 0:00","Staffordshire Bull Terrier","Brooklyn",11211,301,"517","BK73",33,12,26,"12/11/2015","12/11/2016"
32063,"KUBIE ","F","12/1/2009 0:00","Bull Dog, French","Manhattan",10128,108,"14602","MN32",5,12,28,"9/7/2015","8/19/2016"
113993,"SIR ","M","12/1/2007 0:00","Dachshund Smooth Coat Miniature","Manhattan",10023,107,"157","MN14",6,10,29,"11/11/2016","12/30/2017"
45926,"BEAR","M","8/1/2014 0:00","Yorkshire Terrier","MANHATTAN",10029,111,"182","MN34",8,13,30,"1/6/2016","1/13/2017"
49528,"BAMBINA ","F","1/1/2004 0:00","Chihuahua","Queens",11373,404,"471","QN29",25,6,16,"1/27/2016","2/28/2017"
119287,"MAX","M","2/1/2008 0:00","Beagle","Queens",11101,401,"33","QN68",26,12,12,"12/12/2016","1/14/2018"
61005,"DUNCAN","M","12/1/2007 0:00","Shih Tzu","Queens",11694,414,"922","QN10",32,5,15,"3/24/2016","4/30/2017"
19540,"HUNTER","F","1/1/2014 0:00","Tibetan Mastiff","Brooklyn",11204,311,"432","BK29",44,10,17,"6/2/2015","6/2/2016"
97732,"NICHOLAS","M","6/1/2006 0:00","Beagle","Queens",11106,401,"57","QN70",26,12,12,"8/24/2016","1/31/2017"
26224,"GINGER","F","1/1/2014 0:00","Shiba Inu","Brooklyn",11218,312,"498","BK41",39,10,21,"7/23/2015","6/21/2018"
65279,"CINDY ","F","1/1/2004 0:00","Shih Tzu","Queens",11379,405,"663","QN21",30,6,15,"4/13/2016","5/30/2017"
71763,"MAUI","F","12/1/2005 0:00","Puggle","Staten Island",10307,503,"24401","SI11",51,11,24,"5/11/2016","5/31/2017"
103403,"ELSIE","F","5/1/2010 0:00","Australian Shepherd","Manhattan",10011,105,"54","MN13",3,12,27,"9/19/2016","11/9/2017"
103158,"LEXI","F","4/1/2016 0:00","Goldendoodle","Manhattan",10009,106,"44","MN50",4,12,27,"9/18/2016","9/18/2017"
38048,"NERUDA","M","1/1/2007 0:00","Yorkshire Terrier","Manhattan",10027,109,"211","MN09",7,13,30,"10/30/2015","11/20/2016"
93259,"PACO","M","8/1/2012 0:00","Chihuahua","Manhattan",10019,104,"135","MN15",6,10,27,"8/6/2016","8/6/2017"
70554,"CODY ","M","3/1/2016 0:00","Maltese","Bronx",10473,209,"74","BX09",18,15,34,"5/5/2016","5/5/2017"
41637,"NAME ","F","1/1/2000 0:00","Unknown","Staten Island",10309,503,"20801","SI32",51,11,24,"12/2/2015","12/30/2016"
46596,"ARGOS","M","8/1/2013 0:00","Chihuahua","Queens",11358,411,"1139","QN48",19,6,11,"1/11/2016","2/10/2018"
36195,"UNKNOWN","F","7/1/2015 0:00","Golden Retriever","Manhattan",10012,102,"49","MN24",1,10,26,"10/16/2015","10/16/2016"
35440,"RED ","M","3/1/2003 0:00","Pomeranian","BRONX",10469,212,"364","BX03",12,16,36,"10/8/2015","8/30/2016"
40149,"KING ","M","1/1/2008 0:00","Shih Tzu","Brooklyn",11220,307,"78","BK32",38,7,20,"11/18/2015","11/18/2016"
114913,"BABY","M","10/1/2007 0:00","Yorkshire Terrier","Bronx",10463,208,"277","BX28",14,13,33,"11/15/2016","12/26/2017"
73834,"PETEY","M","7/1/2009 0:00","Labrador Retriever Crossbreed","Manhattan",10044,108,"23802","MN31",5,12,29,"5/17/2016","7/12/2017"
16035,"MAX ","M","12/1/2013 0:00","Shih Tzu","STATEN IS",10302,501,"247","SI28",49,11,23,"5/5/2015","6/3/2016"
99295,"MIA","F","2/1/2010 0:00","Welsh Corgi, Cardigan","Queens",11004,413,"157901","QN44",23,3,11,"9/2/2016","10/25/2017"
24740,"BOOMER","M","9/1/2009 0:00","Havanese","Manhattan",10028,108,"15002","MN40",4,12,28,"7/10/2015","7/27/2016"
107906,"LACY","F","7/1/2016 0:00","Maltese","Staten Island",10312,503,"14604","SI54",51,11,24,"10/11/2016","10/11/2017"
109886,"RUBY","F","8/1/2009 0:00","Beagle","Brooklyn",11236,318,"966","BK50",46,8,19,"10/20/2016","12/1/2017"
99387,"PRINCE","M","5/1/2016 0:00","Coton de Tulear","Manhattan",10075,108,"134","MN31",4,12,28,"9/2/2016","9/2/2018"
3457,"UNKNOWN","F","10/1/2014 0:00","Poodle, Toy","Manhattan",10034,112,"303","MN01",10,13,31,"1/19/2015","1/19/2016"
25061,"BLEECKER","M","4/1/2012 0:00","Bull Dog, French","Manhattan",10101,104,"133","MN15",3,10,27,"7/13/2015","8/28/2019"
68640,"BELLA","F","12/1/2010 0:00","Unknown","Queens",11418,409,"144","QN54",29,5,14,"4/27/2016","3/29/2017"
32339,"OLIVE","F","2/1/2013 0:00","Miniature Pinscher","Manhattan",10028,NA,"NULL","NULL",NA,NA,NA,"9/9/2015","8/13/2017"
45218,"BLINKY","M","7/1/2008 0:00","Bichon Frise","Queens",11369,403,"357","QN27",21,14,13,"12/31/2015","12/25/2016"
19333,"LUNA","F","11/1/2014 0:00","Labrador Retriever Crossbreed","Bronx",10467,207,"423","BX43",11,13,36,"5/31/2015","5/31/2017"
7846,"NAME NOT PROVIDED","M","1/1/2009 0:00","Yorkshire Terrier","Queens",11354,407,"1157","QN51",20,6,16,"3/3/2015","3/3/2016"
90063,"UNKNOWN","M","3/1/2016 0:00","Cocker Spaniel","Manhattan",10014,102,"73","MN23",3,10,27,"7/23/2016","7/23/2017"
118172,"MAGGIE","F","6/1/2009 0:00","Unknown","Queens",11379,405,"679","QN21",29,6,16,"12/6/2016","12/21/2017"
66946,"EVELYN","F","11/1/2009 0:00","Great Dane","Queens",11358,407,"1175","QN51",19,6,16,"4/20/2016","3/19/2017"
46156,"YOSHI","M","1/1/2001 0:00","Shiba Inu","Manhattan",10010,105,"56","MN13",2,12,28,"1/7/2016","1/30/2017"
55234,"CHAZ","F","3/1/2014 0:00","Poodle Crossbreed","Bronx",10461,210,"26602","BX10",13,14,34,"2/25/2016","2/25/2017"
80133,"TOBY","M","2/1/2010 0:00","Labradoodle","Manhattan",10009,108,"110","MN31",5,12,28,"6/14/2016","7/14/2017"
79670,"NAME NOT PROVIDED","M","3/1/2016 0:00","Poodle Crossbreed","Queens",11368,403,"379","QN26",21,14,13,"6/12/2016","6/12/2017"
34527,"IVORY","F","3/1/2012 0:00","Golden Retriever","Queens",11420,410,"170","QN55",28,5,10,"9/29/2015","9/25/2016"
70224,"BUTLER","M","10/1/2007 0:00","Pekingese","Manhattan",10025,107,"185","MN12",7,10,30,"5/4/2016","5/4/2017"
112492,"ENZO ","M","8/1/2012 0:00","Beagle Crossbreed","Manhattan",10034,112,"295","MN01",10,13,31,"11/2/2016","12/16/2017"
50904,"MAGNOLIA ","F","8/1/2006 0:00","Unknown","Brooklyn",11201,302,"15","BK38",35,8,25,"2/3/2016","3/31/2017"
46854,"BINGO","M","1/1/2004 0:00","Pomeranian","Manhattan",10282,101,"31703","MN25",1,10,26,"1/12/2016","2/28/2017"
103174,"NONAME","M","7/1/2016 0:00","Jack Russell Terrier","Staten Island",10314,502,"29103","SI05",50,11,24,"9/18/2016","9/18/2017"
39284,"MOLLY","F","5/1/2006 0:00","Puggle","Queens",11377,402,"293","QN63",26,14,16,"11/11/2015","11/25/2017"
54695,"MATILDA","F","7/1/2010 0:00","Puggle","Brooklyn",11218,307,"171","BK40",39,9,21,"2/22/2016","12/4/2017"
111013,"ENZO","M","4/1/2016 0:00","Cocker Spaniel Crossbreed","Manhattan",10026,110,"20102","MN11",9,13,30,"10/25/2016","10/25/2018"
63519,"LILA","F","12/1/2007 0:00","Unknown","Brooklyn",11215,307,"169","BK40",39,9,21,"4/5/2016","5/14/2020"
7954,"CHUBBY","M","7/1/2008 0:00","Shih Tzu","Brooklyn",11213,309,"355","BK63",35,9,20,"3/4/2015","3/27/2016"
18367,"DAKOTA","F","5/1/2014 0:00","Golden Retriever","Manhattan",10022,108,"10602","MN31",5,12,28,"5/22/2015","5/22/2018"
63246,"STEVIE","M","3/1/2016 0:00","Labrador Retriever","Brooklyn",11237,304,"427","BK77",34,7,18,"4/4/2016","4/4/2017"
87512,"CHICO","M","3/1/2009 0:00","Jack Russell Terrier","Bronx",10473,209,"46","BX09",18,15,34,"7/13/2016","8/25/2017"
101359,"BUSH","M","5/1/2016 0:00","American Eskimo dog","Brooklyn",11223,311,"424","BK29",44,10,17,"9/12/2016","9/12/2017"
53349,"SHEILA","F","6/1/2013 0:00","Bull Terrier","Staten Island",10305,501,"8","SI37",49,11,23,"2/16/2016","3/3/2021"
108770,"ADMIRAL ","M","6/1/2016 0:00","Maltese Crossbreed","Manhattan",10001,104,"93","MN13",3,10,27,"10/15/2016","10/15/2017"
15920,"SISI ","F","2/1/2003 0:00","Siberian Husky","Queens",11412,412,"402","QN08",27,5,14,"5/4/2015","5/31/2016"
77452,"LOLA","F","8/1/2015 0:00","Terrier mix","Brooklyn",11203,317,"836","BK91",45,9,21,"6/3/2016","6/3/2017"
50971,"MISTY","F","1/1/2008 0:00","Unknown","Queens",11379,405,"671","QN21",30,6,15,"2/3/2016","4/2/2017"
92275,"HARLEY","M","9/1/2010 0:00","Shih Tzu","Bronx",10475,212,"456","BX03",13,14,34,"8/2/2016","10/18/2021"
96010,"ALLY","F","7/1/2008 0:00","Unknown","Staten Island",10314,502,"173","SI05",49,11,24,"8/16/2016","10/8/2017"
67488,"THOR","M","2/1/2015 0:00","Havanese","Manhattan",10031,NA,"NULL","NULL",NA,NA,NA,"4/22/2016","5/20/2017"
3762,"FLORA","F","9/1/2014 0:00","Labrador Retriever","Manhattan",10013,102,"47","MN24",1,10,26,"1/22/2015","1/22/2016"
42656,"KERRY","F","5/1/2010 0:00","American Eskimo dog","BROOKLYN",11215,307,"171","BK40",39,9,21,"12/9/2015","10/3/2016"
58150,"BABY","F","4/1/2011 0:00","Chihuahua","Brooklyn",11206,303,"28502","BK35",36,8,18,"3/11/2016","1/22/2017"
61911,"PRINCESS ","F","11/1/2013 0:00","Portuguese Water Dog","Brooklyn",11238,308,"305","BK61",35,9,25,"3/29/2016","2/3/2017"
107767,"TUCKER","M","1/1/2010 0:00","Labrador Retriever Crossbreed","Staten Island",10310,501,"141","SI22",49,11,23,"10/10/2016","9/1/2017"
104783,"LOUIE ","M","8/1/2013 0:00","Puggle","Queens",11105,401,"117","QN72",22,14,12,"9/25/2016","11/17/2017"
77460,"APOLLO","M","12/1/2015 0:00","Rottweiler","Bronx",10466,212,"436","BX62",12,16,36,"6/3/2016","6/3/2017"
102865,"AMY","F","10/1/2012 0:00","American Pit Bull Mix / Pit Bull Mix","Manhattan",10029,111,"178","MN34",8,13,29,"9/17/2016","9/17/2019"
14613,"KHALEESI","F","1/1/2011 0:00","Beagle","Brooklyn",11249,301,"557","BK73",33,12,26,"4/25/2015","5/19/2016"
58230,"SEAVER ","M","5/1/2006 0:00","Labrador Retriever","Queens",11379,405,"663","QN21",30,6,15,"3/11/2016","3/29/2017"
116008,"NIMA","M","3/1/2015 0:00","Chihuahua","Manhattan",10023,107,"147","MN14",6,10,27,"11/21/2016","12/18/2017"
64639,"BECKY","F","6/1/2008 0:00","Cocker Spaniel","Brooklyn",11226,314,"1522","BK42",40,9,17,"4/10/2016","6/7/2017"
56303,"REMINGTON","M","12/1/2015 0:00","Boxer","Staten Island",10306,502,"11402","SI45",50,11,24,"3/2/2016","3/2/2017"
56050,"SUPERMAN","M","8/1/2014 0:00","Maltese","Queens",11365,408,"1347","QN41",23,6,11,"3/1/2016","3/12/2017"
65207,"JAXON","M","8/1/2008 0:00","Unknown","Manhattan",10030,110,"226","MN03",9,13,30,"4/12/2016","5/14/2017"
97215,"CURLY","M","8/1/2012 0:00","Unknown","Manhattan",10128,108,"14602","MN32",5,12,28,"8/22/2016","10/22/2017"
116027,"CURLY ","M","5/1/2014 0:00","Cocker Spaniel","Brooklyn",11213,303,"273","BK35",36,8,25,"11/21/2016","12/25/2017"
96790,"BO-JOE","M","7/1/2009 0:00","American Pit Bull Mix / Pit Bull Mix","Brooklyn",11220,307,"20","BK32",38,7,20,"8/19/2016","9/15/2017"
78353,"RILEY","F","2/1/2016 0:00","Labrador Retriever","Queens",11370,401,"317","QN72",22,14,13,"6/7/2016","6/7/2017"
92214,"CANDY","F","1/1/2011 0:00","Wire Fox Terrier","Brooklyn",11238,308,"207","BK64",35,9,20,"8/2/2016","8/2/2018"
