"RowNumber","AnimalName","AnimalGender","AnimalBirthMonth","BreedName","Borough","ZipCode","CommunityDistrict","CensusTract2010","NTA","CityCouncilDistrict","CongressionalDistrict","StateSenatorialDistrict","LicenseIssuedDate","LicenseExpiredDate"
5803,"KOBE ","M","10/1/2005 0:00","Unknown","Bronx",10473,209,"4","BX09",18,15,34,"2/13/2015","3/29/2017"
50563,"SNOWBALL","M","2/1/2015 0:00","Chihuahua Crossbreed","Bronx",10465,210,"27401","BX10",13,14,34,"2/1/2016","2/1/2017"
22459,"EGGY","M","4/1/2015 0:00","Pomeranian","Manhattan",10038,101,"1502","MN25",1,10,26,"6/23/2015","6/23/2016"
110132,"UNKNOWN","M","7/1/2016 0:00","Miniature American Shepherd","Manhattan",10013,102,"47","MN24",1,10,26,"10/21/2016","10/21/2017"
79480,"TESSA","F","3/1/2015 0:00","Shih Tzu","Manhattan",10024,107,"171","MN12",6,10,31,"6/11/2016","6/11/2021"
68992,"COCO ","F","1/1/2003 0:00","Pug","Staten Island",10312,503,"17008","SI48",51,11,24,"4/29/2016","5/30/2017"
95656,"BLOSSOM","F","4/1/2009 0:00","Labrador Retriever","Brooklyn",11215,306,"149","BK37",39,9,21,"8/15/2016","7/21/2017"
41413,"GUY","M","8/1/2010 0:00","Miniature Pinscher","Manhattan",10003,102,"61","MN23",2,12,28,"12/1/2015","12/1/2016"
6700,"ATHENA","F","2/1/2013 0:00","Poodle, Standard","Manhattan",10022,106,"98","MN19",4,12,28,"2/21/2015","2/7/2020"
63809,"IVY","F","1/1/2016 0:00","Labrador Retriever Crossbreed","Manhattan",10009,103,"2202","MN28",2,12,26,"4/6/2016","4/6/2018"
4044,"STEWIE ","M","1/1/2004 0:00","Beagle","Brooklyn",11201,302,"13","BK38",33,7,25,"1/25/2015","2/28/2016"
29866,"CRISSIE","F","3/1/2010 0:00","Poodle, Toy","Manhattan",10003,102,"61","MN23",2,12,27,"8/18/2015","8/25/2016"
49645,"THE ","M","1/1/2007 0:00","Unknown","Brooklyn",11237,304,"447","BK77",34,7,18,"1/27/2016","1/9/2018"
90510,"ABBY","F","5/1/2012 0:00","Labrador Retriever","Queens",11414,410,"884","QN57",32,8,15,"7/25/2016","9/4/2017"
2269,"UNKNOWN","M","10/1/2014 0:00","Unknown","Manhattan",10016,105,"68","MN21",2,12,28,"1/5/2015","1/5/2016"
40586,"PRINCE","M","8/1/2011 0:00","Unknown","Brooklyn",11225,309,"329","BK60",40,9,20,"11/23/2015","11/18/2016"
30544,"JACKSON","M","2/1/2007 0:00","Pug","Manhattan",10128,108,"14602","MN32",5,12,28,"8/24/2015","8/24/2016"
7909,"BLUEY","M","11/1/2014 0:00","Unknown","Manhattan",10012,102,"45","MN24",1,10,26,"3/3/2015","3/3/2016"
11464,"SODA","M","6/1/2014 0:00","American Pit Bull Terrier/Pit Bull","Bronx",10455,202,"83","BX33",8,15,32,"4/4/2015","4/4/2016"
116836,"RUFUS","M","2/1/2009 0:00","Boxer","Brooklyn",11230,314,"546","BK43",48,9,17,"11/29/2016","1/17/2018"
18624,"GIZMO","M","2/1/2010 0:00","Chihuahua","Bronx",10460,209,"218","BX08",18,15,32,"5/26/2015","6/13/2016"
109342,"ELLE","F","9/1/2010 0:00","Yorkshire Terrier","Brooklyn",11234,318,"700","BK45",46,8,19,"10/18/2016","10/18/2017"
9299,"GUS","M","10/1/2010 0:00","Japanese Chin/Spaniel","Manhattan",10012,102,"41","MN24",1,7,26,"3/17/2015","1/25/2016"
8689,"PETEY","M","8/1/2014 0:00","American Pit Bull Terrier/Pit Bull","Queens",11420,410,"176","QN55",28,5,10,"3/11/2015","3/11/2016"
104084,"MAGGIE","F","1/1/2006 0:00","German Shepherd Dog","Queens",11415,409,"140","QN60",29,6,14,"9/21/2016","9/29/2017"
84516,"MINGUS","M","5/1/2005 0:00","American Pit Bull Terrier/Pit Bull","Brooklyn",11238,302,"197","BK69",35,8,25,"7/1/2016","5/19/2017"
98095,"TEDDY","M","3/1/2013 0:00","Yorkshire Terrier","Bronx",10473,209,"4","BX09",18,15,34,"8/26/2016","9/24/2019"
68485,"REGGIE","M","12/1/2009 0:00","Shih Tzu Crossbreed","Manhattan",10012,102,"5501","MN23",1,12,26,"4/26/2016","4/26/2017"
87832,"ZOEY ","F","1/1/2011 0:00","Pomeranian","Queens",11366,408,"1257","QN37",24,6,14,"7/14/2016","6/27/2018"
118028,"BAILEY","M","11/1/2006 0:00","Unknown","Queens",11378,405,"517","QN30",30,6,15,"12/6/2016","10/21/2017"
53366,"BELLA","F","1/1/2012 0:00","Unknown","Brooklyn",11233,303,"295","BK35",36,8,25,"2/16/2016","4/8/2017"
110544,"KALI","F","6/1/2014 0:00","Labrador Retriever","Manhattan",10025,107,"183","MN12",6,10,31,"10/23/2016","10/23/2017"
112152,"CINDY","F","7/1/2010 0:00","Unknown","Staten Island",10306,503,"13201","SI25",50,11,24,"11/1/2016","12/11/2017"
60511,"JAKE","M","1/1/2009 0:00","Labrador Retriever Crossbreed","Staten Island",10312,503,"17011","SI01",51,11,24,"3/22/2016","5/2/2017"
92221,"SNOWY ","F","8/1/2005 0:00","American Eskimo dog","Bronx",10472,209,"78","BX59",18,15,34,"8/2/2016","8/2/2017"
45813,"ZINI","F","7/1/2013 0:00","Poodle","Brooklyn",11229,315,"566","BK44",46,9,22,"1/5/2016","1/5/2017"
118249,"IRVING","M","10/1/2015 0:00","Maltipoo","Queens",11360,411,"99703","QN47",19,3,11,"12/6/2016","1/7/2018"
85464,"ZARA","F","4/1/2012 0:00","Unknown","Manhattan",10013,101,"21","MN24",1,10,26,"7/7/2016","8/29/2019"
115345,"NENA ","F","4/1/2013 0:00","Chihuahua","Brooklyn",11237,304,"443","BK77",37,7,18,"11/17/2016","11/17/2017"
97130,"LOLA ","F","11/1/2012 0:00","American Pit Bull Mix / Pit Bull Mix","Brooklyn",11238,303,"227","BK69",35,8,25,"8/21/2016","7/12/2017"
11548,"BAXTER","M","12/1/2014 0:00","Boxer","Brooklyn",11234,318,"658","BK45",46,8,22,"4/5/2015","4/5/2016"
114215,"GRACIE","F","8/1/2015 0:00","Black and Tan Coonhound","Manhattan",10011,104,"81","MN13",3,12,27,"11/13/2016","11/13/2018"
1432,"COCO","F","8/1/2011 0:00","Bull Dog, French","Manhattan",10011,102,"71","MN23",3,10,27,"12/19/2014","1/12/2016"
18066,"TAPPY","M","1/1/2014 0:00","American Pit Bull Terrier/Pit Bull","Brooklyn",11222,301,"589","BK76",33,12,26,"5/20/2015","5/20/2016"
120357,"UNKNOWN","F","12/1/2015 0:00","Chihuahua","Brooklyn",11218,307,"504","BK40",39,9,21,"12/19/2016","12/19/2017"
29129,"ROXY","F","8/1/2010 0:00","Yorkshire Terrier","Staten Island",10312,503,"17011","SI01",51,11,24,"8/13/2015","8/26/2016"
36237,"BELLA","F","9/1/2014 0:00","Cocker Spaniel","Manhattan",10021,108,"128","MN40",4,12,28,"10/16/2015","10/16/2017"
82454,"TEDDY","M","10/1/2012 0:00","Poodle","Manhattan",10001,NA,"NULL","NULL",NA,NA,NA,"6/23/2016","4/5/2017"
2948,"YUKI","F","2/1/2011 0:00","Yorkshire Terrier","Manhattan",10002,103,"8","MN27",1,7,26,"1/14/2015","2/24/2016"
89822,"MANDY","F","6/1/2008 0:00","Golden Retriever","Manhattan",10019,105,"137","MN17",4,12,28,"7/22/2016","8/18/2017"
26558,"ZOEY","F","4/1/2006 0:00","American Pit Bull Mix / Pit Bull Mix","Brooklyn",11226,317,"820","BK60",40,9,20,"7/26/2015","6/14/2016"
34077,"SPARKY ","M","3/1/2002 0:00","Unknown","Brooklyn",11234,NA,"NULL","NULL",NA,NA,NA,"9/25/2015","9/25/2016"
45491,"KJ","M","1/1/2012 0:00","Jack Russell Terrier","Brooklyn",11207,NA,"NULL","NULL",NA,NA,NA,"1/3/2016","1/3/2017"
24895,"BRADY ","M","10/1/2012 0:00","Border Collie","Manhattan",10003,103,"42","MN22",2,12,27,"7/12/2015","7/12/2016"
59758,"TOEDO ","M","10/1/2001 0:00","Cairn Terrier","Bronx",10473,209,"2","BX09",18,15,34,"3/18/2016","4/29/2017"
4707,"DOZER","M","2/1/2005 0:00","Boxer","Manhattan",10026,110,"216","MN11",9,13,30,"2/2/2015","2/2/2016"
59553,"BUDDY","M","1/1/2005 0:00","Pomeranian","Brooklyn",11229,315,"560","BK44",48,9,17,"3/17/2016","4/21/2017"
111984,"SHATZIE","F","1/1/2008 0:00","Unknown","Brooklyn",11238,302,"197","BK69",35,8,25,"10/31/2016","9/24/2017"
70977,"PRINCE","M","2/1/2016 0:00","Morkie","Brooklyn",11204,311,"258","BK28",47,10,22,"5/7/2016","5/7/2017"
32648,"MEI ","F","1/1/2008 0:00","Unknown","Queens",11365,408,"1347","QN41",23,6,16,"9/11/2015","9/17/2016"
118939,"ROMEO","M","9/1/2016 0:00","Shih Tzu","Staten Island",10306,503,"13201","SI25",50,11,24,"12/10/2016","12/10/2017"
10359,"UNKNOWN","M","3/1/2011 0:00","Poodle, Miniature","Brooklyn",11214,311,"270","BK28",44,10,22,"3/26/2015","3/26/2016"
64830,"TICA","F","12/1/2015 0:00","Rhodesian Ridgeback","Manhattan",10282,101,"31703","MN25",1,10,26,"4/11/2016","4/11/2017"
59554,"BUDDHA","M","3/1/2014 0:00","American Pit Bull Terrier/Pit Bull","Brooklyn",11214,311,"278","BK28",47,11,23,"3/17/2016","4/14/2017"
63737,"RICHIE","M","7/1/2014 0:00","Pomeranian","Manhattan",10018,105,"84","MN17",4,12,27,"4/6/2016","4/6/2018"
76069,"BROOKLYN","F","12/1/2009 0:00","American Pit Bull Mix / Pit Bull Mix","Brooklyn",11210,318,"726","BK58",45,9,21,"5/28/2016","5/28/2017"
16494,"NAME NOT PROVIDED","M","8/1/2012 0:00","Unknown","Staten Island",10301,501,"17","SI37",49,11,23,"5/8/2015","1/10/2016"
25076,"ELTON","M","1/1/2013 0:00","Miniature Pinscher","Queens",11105,401,"97","QN72",22,14,12,"7/14/2015","6/14/2016"
104994,"ANGIE-ANGELINA","F","10/1/2008 0:00","Chihuahua","Manhattan",10009,103,"32","MN22",2,12,27,"9/26/2016","8/31/2017"
77161,"BLUE","M","5/1/2012 0:00","Unknown","Queens",11417,410,"86","QN56",32,8,15,"6/2/2016","1/25/2017"
122065,"GEORGIE ","M","3/1/2015 0:00","Havanese","Bronx",10465,210,"118","BX52",13,14,34,"12/30/2016","12/30/2021"
12720,"FINLEY","F","1/1/2012 0:00","Bull Dog, French","Brooklyn",11218,312,"498","BK41",39,10,21,"4/14/2015","3/31/2016"
937,"SAILOR ","M","11/1/2011 0:00","Unknown","Queens",11362,411,"152901","QN45",23,3,11,"11/30/2014","12/4/2017"
12452,"ANNA","F","4/1/2014 0:00","Siberian Husky","Brooklyn",11229,315,"566","BK44",46,9,19,"4/11/2015","4/11/2016"
42593,"SHADOW","M","10/1/2009 0:00","Poodle, Miniature","Brooklyn",11238,308,"163","BK64",35,9,20,"12/9/2015","1/19/2017"
67358,"CHARLY","F","1/1/2009 0:00","Cavalier King Charles Spaniel","Manhattan",10011,104,"81","MN13",3,12,27,"4/22/2016","2/16/2017"
85690,"MAX","M","6/1/2010 0:00","Labrador Retriever","Bronx",10474,202,"93","BX27",17,15,32,"7/8/2016","2/11/2017"
83470,"QUINCE ","M","1/1/2002 0:00","Poodle, Miniature","Manhattan",10021,108,"120","MN40",4,12,28,"6/28/2016","8/30/2017"
57709,"LILI","F","12/1/2013 0:00","Poodle","Queens",11104,402,"169","QN31",26,14,12,"3/9/2016","4/11/2017"
93089,"SUGARBEAR","F","3/1/2014 0:00","Labrador Retriever Crossbreed","Brooklyn",11201,302,"501","BK09",33,7,26,"8/5/2016","6/11/2017"
8921,"DAHLIA","F","8/1/2014 0:00","Lagotto Romagnolo","Brooklyn",11201,302,"501","BK09",33,7,26,"3/13/2015","3/13/2016"
13726,"LUCKY","M","12/1/2008 0:00","Labrador Retriever","Brooklyn",11214,311,"296","BK28",47,11,23,"4/20/2015","4/20/2016"
12406,"SHIBA","F","4/1/2013 0:00","Shiba Inu","Bronx",10461,210,"200","BX37",13,14,32,"4/11/2015","4/11/2016"
31172,"LUKE","M","8/1/2012 0:00","Doberman Pinscher","Staten Island",10309,503,"20803","SI32",51,11,24,"8/29/2015","7/7/2018"
58494,"SAMMIE","F","4/1/2010 0:00","Pomeranian","Manhattan",10040,112,"283","MN35",10,13,31,"3/13/2016","3/13/2017"
38084,"LUCILLE","F","10/1/2010 0:00","American Staffordshire Terrier ","Queens",11377,402,"235","QN31",26,14,12,"10/31/2015","4/7/2016"
88820,"PEPIN","M","7/1/2006 0:00","Cocker Spaniel","Queens",11101,402,"1","QN31",26,12,12,"7/18/2016","9/10/2017"
17798,"STAR","F","12/1/2006 0:00","Yorkshire Terrier","Manhattan",10040,112,"279","MN35",10,13,31,"5/18/2015","3/19/2016"
18918,"MISSIE","F","2/1/2015 0:00","Dachshund Smooth Coat Miniature","Brooklyn",11223,315,"41401","BK25",47,11,22,"5/28/2015","5/28/2016"
61281,"SHADOW","F","9/1/2014 0:00","Pointer","Manhattan",10010,106,"60","MN50",4,12,27,"3/26/2016","3/26/2017"
49581,"CHESTER","M","8/1/2004 0:00","Labrador Retriever","Queens",11413,413,"618","QN66",31,5,14,"1/27/2016","2/28/2017"
10142,"RUDY","M","10/1/2013 0:00","Cotton De Tulear","Brooklyn",11209,NA,"NULL","NULL",NA,NA,NA,"3/25/2015","3/3/2016"
3828,"COCO","F","9/1/2008 0:00","Miniature Pinscher","Queens",11360,407,"99701","QN47",19,3,11,"1/22/2015","1/22/2017"
96267,"MIKEY","M","6/1/2014 0:00","Norfolk Terrier","Bronx",10474,202,"11502","BX27",17,15,34,"8/17/2016","7/15/2017"
63204,"YUKON","M","1/1/2000 0:00","Unknown","Brooklyn",11211,301,"495","BK90",34,12,18,"4/4/2016","5/29/2017"
8235,"JASPER","M","6/1/2009 0:00","German Shepherd Dog","Bronx",10457,205,"22901","BX41",15,15,33,"3/6/2015","1/30/2016"
38392,"ANDY ","M","1/1/2004 0:00","Yorkshire Terrier","Queens",11414,410,"892","QN57",32,8,15,"11/4/2015","9/29/2016"
60523,"RUTHIE","F","1/1/2004 0:00","Labrador Retriever Crossbreed","Brooklyn",11217,306,"12901","BK37",39,9,25,"3/22/2016","4/28/2017"
72344,"LUCKY","M","1/1/2013 0:00","Unknown","Queens",11435,408,"214","QN35",24,6,14,"5/12/2016","5/30/2017"
62518,"LUCKY","F","2/1/2012 0:00","Siberian Husky","Bronx",10454,201,"2702","BX39",8,15,29,"3/31/2016","10/6/2016"
59386,"OSCAR ","M","7/1/2008 0:00","Chihuahua","Brooklyn",11235,313,"61002","BK19",48,8,23,"3/16/2016","4/13/2017"
6992,"XIAO ","F","1/1/2002 0:00","Unknown","Manhattan",10024,107,"167","MN12",6,10,31,"2/24/2015","1/30/2016"
112347,"N.A.","F","5/1/2016 0:00","Yorkshire Terrier","Queens",11356,407,"929","QN23",19,14,11,"11/1/2016","11/1/2017"
101149,"PENNY","F","11/1/2007 0:00","Pointer","Queens",11101,402,"19","QN31",26,12,12,"9/11/2016","10/22/2017"
102679,"BREWDY","M","6/1/2010 0:00","Unknown","Manhattan",10040,112,"287","MN35",10,13,31,"9/16/2016","10/26/2017"
2308,"LOLA","F","4/1/2010 0:00","Labrador Retriever Crossbreed","Manhattan",10021,108,"126","MN31",4,12,28,"1/6/2015","1/12/2016"
16895,"PELUCHIN","M","10/1/2011 0:00","Pomeranian","Brooklyn",11207,304,"403","BK78",37,8,18,"5/12/2015","4/1/2016"
71781,"RED","M","4/1/2008 0:00","Boxer","Queens",11372,403,"283","QN28",25,14,13,"5/11/2016","9/11/2016"
45611,"BERNIE","F","9/1/2013 0:00","Boston Terrier","Brooklyn",11222,301,"575","BK76",33,12,18,"1/4/2016","12/3/2016"
109250,"MILO","M","10/1/2014 0:00","Poodle","Queens",11361,411,"1467","QN46",19,6,11,"10/18/2016","9/14/2017"
15177,"DIEGO ","M","1/1/2005 0:00","Bull Terrier","Brooklyn",11207,305,"1078","BK82",42,8,19,"4/29/2015","5/31/2016"
68427,"GLORIE","F","12/1/2006 0:00","Cane Corso","Bronx",10461,210,"96","BX59",18,14,34,"4/26/2016","4/26/2017"
69647,"LENOX","M","8/1/2006 0:00","Poodle, Miniature","Queens",11361,411,"1129","QN46",19,6,11,"5/1/2016","4/9/2018"
6754,"THORR","M","6/1/2013 0:00","American Pit Bull Mix / Pit Bull Mix","Brooklyn",11211,301,"551","BK73",34,7,18,"2/22/2015","2/22/2016"
78441,"JEAN ","F","11/1/2012 0:00","Unknown","Staten Island",10309,NA,"NULL","NULL",NA,NA,NA,"6/8/2016","5/23/2017"
50720,"DELILAH","F","5/1/2014 0:00","Boston Terrier","Brooklyn",11213,308,"339","BK61",35,9,25,"2/2/2016","2/2/2017"
114719,"BENJAMIN","M","8/1/2011 0:00","Beagle","Queens",11417,410,"58","QN56",32,8,15,"11/15/2016","12/23/2017"
36767,"CHERI","F","11/1/2005 0:00","Unknown","Queens",11414,410,"892","QN57",32,8,15,"10/20/2015","10/23/2016"
29912,"CHLOE","F","7/1/2010 0:00","Dachshund Smooth Coat","Brooklyn",11209,310,"66","BK31",43,11,22,"8/18/2015","8/18/2016"
105619,"FOFFY ","M","3/1/2015 0:00","Shih Tzu Crossbreed","BRONX",10462,210,"20601","BX59",18,14,34,"9/29/2016","11/4/2017"
50308,"TOOTS","F","11/1/2013 0:00","Staffordshire Bull Terrier","Brooklyn",11225,309,"213","BK63",35,9,20,"2/1/2016","2/1/2021"
104771,"BOOMER","M","7/1/2010 0:00","Unknown","Queens",11102,401,"71","QN71",22,12,12,"9/25/2016","11/12/2017"
46037,"UNKNOWN","M","10/1/2014 0:00","Poodle, Standard","Manhattan",10021,108,"124","MN31",5,12,28,"1/6/2016","1/16/2017"
15913,"STRINGER ","M","2/1/2015 0:00","Brittany","Manhattan",10009,106,"44","MN50",4,12,27,"5/4/2015","5/4/2016"
41498,"BUBBLES","F","8/1/2008 0:00","Jack Russell Terrier","Manhattan",10019,164,"143","MN99",6,10,29,"12/1/2015","11/29/2016"
52161,"SNOOPY","M","1/1/2006 0:00","Unknown","Staten Island",10305,502,"2002","SI14",50,11,23,"2/9/2016","2/28/2017"
75849,"SHIRO","M","1/1/2011 0:00","Greyhound","Manhattan",10003,103,"38","MN22",2,12,27,"5/26/2016","5/26/2017"
76679,"ZOEY","F","2/1/2015 0:00","Maltese","Manhattan",10128,108,"14602","MN32",5,12,28,"5/31/2016","7/26/2017"
37865,"SPIKE","M","6/1/2010 0:00","American Pit Bull Terrier/Pit Bull","Queens",11385,405,"583","QN20",30,6,15,"10/29/2015","10/24/2016"
118412,"FLUFFY","M","2/1/2014 0:00","Poodle","Brooklyn",11220,307,"96","BK34",38,7,20,"12/7/2016","12/7/2017"
53275,"VALENTINE","M","11/1/2008 0:00","American Pit Bull Terrier/Pit Bull","Manhattan",10011,NA,"NULL","NULL",NA,NA,NA,"2/16/2016","3/8/2017"
120367,"LUCY","F","8/1/2016 0:00","Maltese Crossbreed","Manhattan",10023,107,"155","MN14",6,10,27,"12/19/2016","12/19/2017"
119347,"CHARLIE","M","12/1/2011 0:00","Vizsla","Manhattan",10023,107,"151","MN14",6,10,31,"12/13/2016","9/23/2017"
8141,"SHADOW ","F","3/1/2013 0:00","American Pit Bull Mix / Pit Bull Mix","Bronx",10453,205,"217","BX36",14,15,29,"3/5/2015","2/18/2016"
94079,"MINNIE","F","6/1/2015 0:00","Labrador Retriever Crossbreed","Manhattan",10075,108,"138","MN32",5,12,28,"8/9/2016","7/31/2021"
96589,"PINUCCIO ","M","1/1/2006 0:00","Poodle, Toy","Manhattan",10023,107,"155","MN14",6,10,27,"8/18/2016","9/29/2017"
8361,"IRIE","F","1/1/2015 0:00","Havanese","Manhattan",10075,108,"134","MN31",4,12,28,"3/7/2015","3/7/2016"
6755,"THOR","M","2/1/2013 0:00","Staffordshire Bull Terrier","Manhattan",10002,103,"18","MN27",1,12,26,"2/22/2015","2/22/2016"
66469,"JACK","M","1/1/2013 0:00","Maltese","Queens",11368,404,"399","QN25",21,14,13,"4/18/2016","4/26/2017"
72298,"SOCRATES","M","1/1/2011 0:00","Rottweiler","Queens",11378,405,"595","QN20",30,7,15,"5/12/2016","5/7/2017"
20660,"STYMIE","M","1/1/1999 0:00","Cocker Spaniel","Queens",11421,409,"18","QN53",32,7,15,"6/11/2015","6/29/2016"
58942,"CHAD ","M","12/1/2010 0:00","Yorkshire Terrier","Manhattan",10029,111,"182","MN34",8,13,30,"3/15/2016","3/1/2017"
30921,"GYPSY ","F","1/1/2005 0:00","Unknown","BRONX",10461,210,"300","BX10",13,14,34,"8/26/2015","8/30/2016"
21934,"TOBY","M","3/1/2014 0:00","Chihuahua","Brooklyn",11235,315,"588","BK25",48,11,22,"6/20/2015","7/31/2016"
74080,"SPENCER","M","4/1/2013 0:00","American Pit Bull Mix / Pit Bull Mix","Manhattan",10009,103,"2601","MN28",2,12,26,"5/18/2016","6/5/2017"
63353,"MICKEY ","F","8/1/2010 0:00","Unknown","Brooklyn",11231,306,"65","BK33",39,7,25,"4/4/2016","5/11/2017"
43683,"CHEWIE","M","2/1/2015 0:00","Yorkshire Terrier","Queens",11375,406,"645","QN17",29,6,15,"12/17/2015","12/17/2016"
9985,"NAME NOT PROVIDED","M","8/1/2014 0:00","Bull Dog, French","Queens",11361,411,"1447","QN46",19,6,11,"3/24/2015","3/24/2016"
25809,"SULLIVAN ","M","8/1/2005 0:00","Yorkshire Terrier","Manhattan",10003,106,"50","MN21",2,12,28,"7/20/2015","7/10/2016"
104525,"BEAU","M","9/1/2014 0:00","Shih Tzu","Manhattan",10010,105,"58","MN13",3,12,28,"9/23/2016","9/23/2017"
47112,"ARCHER","M","2/1/2014 0:00","Labrador Retriever","Manhattan",10029,111,"16002","MN33",4,12,29,"1/13/2016","9/21/2016"
50476,"MORK","M","6/1/2014 0:00","Maltese Crossbreed","Manhattan",10280,101,"31704","MN25",1,10,26,"2/1/2016","12/10/2016"
91813,"FOZZIE ","M","2/1/2015 0:00","Cavalier King Charles Spaniel","Brooklyn",11201,302,"301","BK09",33,7,26,"7/31/2016","8/25/2017"
31559,"PORSHA","F","2/1/2010 0:00","Rottweiler","Bronx",10455,201,"79","BX34",17,15,29,"9/1/2015","7/15/2016"
110310,"TREVOR","M","7/1/2009 0:00","Labrador Retriever","Staten Island",10310,501,"121","SI35",49,11,24,"10/21/2016","11/25/2017"
11690,"MIA ","F","5/1/2012 0:00","Poodle, Toy","Brooklyn",11206,304,"425","BK78",34,7,18,"4/6/2015","4/20/2016"
69830,"TEDDY ","M","1/1/2010 0:00","Unknown","Staten Island",10314,501,"30301","SI12",50,11,23,"5/2/2016","5/24/2017"
15689,"TAKO","M","7/1/2007 0:00","Havanese","Brooklyn",11215,306,"167","BK37",39,9,21,"5/1/2015","3/17/2016"
1674,"PINO","M","8/1/2009 0:00","Shih Tzu","Staten Island",10308,503,"15603","SI54",51,11,24,"12/28/2014","1/6/2016"
33734,"MARS","M","7/1/2009 0:00","Jack Russell Terrier","Queens",11105,401,"115","QN72",22,14,12,"9/22/2015","10/27/2017"
55185,"HENNESSY","F","12/1/2015 0:00","Yorkshire Terrier","Brooklyn",11212,316,"912","BK81",41,9,20,"2/25/2016","2/25/2017"
86231,"WALLY","M","6/1/2007 0:00","Yorkshire Terrier","Manhattan",10069,107,"155","MN14",6,10,27,"7/10/2016","7/10/2021"
25271,"EMMY","F","9/1/1999 0:00","Labrador Retriever Crossbreed","Manhattan",10009,106,"60","MN50",4,12,27,"7/15/2015","7/25/2016"
92500,"LEXUS","F","1/1/2008 0:00","Yorkshire Terrier","Staten Island",10301,501,"39","SI08",49,11,23,"8/3/2016","7/24/2017"
83920,"BELLA","F","12/1/2013 0:00","French Bulldog","Manhattan",10280,101,"31704","MN25",1,10,26,"6/29/2016","6/29/2017"
100317,"DAVE","M","6/1/2016 0:00","Dachshund Smooth Coat Miniature","Manhattan",10024,107,"161","MN12",6,10,29,"9/7/2016","9/7/2017"
88016,"MOOSE","M","1/1/2014 0:00","Labrador Retriever","Brooklyn",11215,306,"137","BK37",39,7,20,"7/15/2016","6/21/2017"
43710,"DOMINO","F","7/1/2007 0:00","Whippet","Brooklyn",11205,302,"193","BK69",35,8,25,"12/17/2015","12/17/2016"
51730,"ZOE","F","4/1/2012 0:00","Unknown","Manhattan",10027,109,"20701","MN09",7,10,30,"2/7/2016","11/13/2016"
99750,"ELPHABA","F","5/1/2011 0:00","Siberian Husky Crossbreed","Manhattan",10022,106,"108","MN19",5,12,28,"9/4/2016","9/4/2018"
24094,"KATOGO","F","2/1/2010 0:00","Plott","Brooklyn",11220,307,"78","BK32",38,7,25,"7/6/2015","7/6/2016"
106908,"MUSYA","F","4/1/2012 0:00","Maltipoo","Brooklyn",11224,313,"35602","BK23",48,8,23,"10/4/2016","12/4/2017"
9757,"ROSE","F","11/1/2010 0:00","American Pit Bull Mix / Pit Bull Mix","Staten Island",10314,502,"27704","SI24",50,11,24,"3/22/2015","3/22/2016"
22126,"RILEY ","M","12/1/2014 0:00","Boston Terrier","Manhattan",10030,110,"228","MN03",9,13,30,"6/22/2015","6/22/2016"
93388,"TUPPY ","M","4/1/2013 0:00","Bull Dog, English","Brooklyn",11211,301,"495","BK90",34,12,18,"8/7/2016","8/7/2017"
95004,"OLLIE ","M","9/1/2013 0:00","Morkie","Manhattan",10016,105,"74","MN17",2,12,28,"8/11/2016","8/11/2018"
27079,"MAGGIE","F","7/1/2005 0:00","Shih Tzu","Queens",11102,401,"73","QN71",22,12,12,"7/30/2015","7/30/2016"
92218,"PALO","M","2/1/2006 0:00","Mastiff, Neapolitan","Queens",11416,409,"4001","QN53",32,7,15,"8/2/2016","8/2/2017"
73642,"CHARLES","M","1/1/2015 0:00","American Pit Bull Terrier/Pit Bull","Brooklyn",11211,NA,"NULL","NULL",NA,NA,NA,"5/17/2016","5/10/2017"
5345,"MICKEY ","M","8/1/2005 0:00","Maltese","Staten Island",10314,502,"29104","SI05",50,11,24,"2/8/2015","3/20/2016"
120251,"MAJOR ","M","6/1/2013 0:00","American Pit Bull Terrier/Pit Bull","Staten Island",10310,501,"13302","SI22",49,11,23,"12/18/2016","12/18/2021"
63675,"SWITCH","F","11/1/2008 0:00","Labrador Retriever","Queens",11101,402,"1","QN31",26,12,12,"4/6/2016","4/7/2017"
103372,"PRINCE ","M","1/1/2006 0:00","Schnauzer, Miniature","Brooklyn",11203,317,"946","BK96",45,9,21,"9/19/2016","10/30/2017"
